headline,label
雖然 可能 劇情 俗套 但 一樣 能 感動 人 看完 電影 後 再 去 聽 主題曲 看到 裡面 的 片段 還是 會 有點 想 哭 ,1.0
本來 不 期待 會 有 多 好看 純屬 看 男女 主角 結果 意外 的 好看 有 笑點 有 哭點 邱澤 真的 越來越 會 演 ,1.0
真的 超 好看 不 是 一般 無 腦 動作片 還 有點 懸疑感 嘴砲 鬥嘴 皮笑肉 不 笑 反而 很 好笑 時間 軸 跳剪 的 很 流暢 槍戰 看 了 緊張 到 不行 超級 精彩 ,1.0
就 真的 好看 啊 不 信 喔 信 塔森 得 永生 ,1.0
今年 最 好看 的 國片 之 一 了 拜託 不要 讓 國片 沉淪 了 看 了 三 次 依然 哭慘 先 笑 後 哭 情感 顯得 細膩 看得出來 導演 與 演員 的 用心 非常 值得 推薦 ,1.0
老實說 我 真的 覺得 沒 什麼 內容 愛 也 愛 的 不 深刻 如果 去掉 俊男 美女 真的 什麼 也 不 剩 而且 太 刻意 想要 製造 哭點 不 是 不 支持 國片 是 真的 不 好笑 也 不 感動 啊 ,0.0
我 只 能 給 剛好 及格 整體 上 少 了 一些 故事 情感 ,0.0
這 分 ,0.0
劇情 普通 但 全程 幾乎 台語 很 扣分 ,0.0
畫面 滿分 再次 看到 迪士尼 大佬 的 作畫 功力 片 中 可以 看到 各 地區 的 特色 畫面 精細度 色彩 配置 光影 變化 跟 冰雪 奇緣比 真是 有過之而無不及 再 仔細 看 會 看到 以往 各 作品 的 影子 不管 是 角色 設計 或是 各 地區 的 環境 特色 會 有 股 熟悉感 音樂 部分 中規中矩 配樂 就 是 依照 當下 的 畫面 特色 與 氣氛 來 作 呈現 與 延伸 不 像 以前 作品 有 歌舞 或是 主題曲 所以 較 無 印象 深刻 的 點 劇情 部分 筆者 認為 是 比較 美中不足 的 地方 大家 都 知道 迪士尼 的 動畫 大多 是 快樂 結局 主角 最終 都 能 達成 他 所 想 的 目標 而 其中 的 過程 才 是 牽動 觀眾 的 情緒 與 有趣 的 地方 但是 本 作 在 劇情 的 呈現 上 稍嫌 簡略 太過 線性 與 直觀 會 讓 人 沒有 驚喜感 蒐集 碎片 的 過程 雖 有 遭遇 困難 但 也 都 是 點到 為止 邪惡 勢力 的 背景 也 是 幾 句 話 就 帶過 了 配角 的 故事 也 是 輕描淡寫 可能 是 因為 有 好幾 個 地區 的 關係 所以 無法 花 太多 的 時間 去 做 刻劃 總結 來 說 這 部 適合 大人 帶 年齡 較 低 的 小朋友 或是 迪士尼 死忠 粉絲 觀看 因為 劇情 好懂 畫面 又 很 漂亮 但 也 因為 劇情 的 深度 與 爆點 較少 可能 較 難 成為 現象級 的 作品 ,0.0
看完 電影院 的 人 差不多 都 睡飽 了 ,0.0
看完 了 人生 中 第一 部 去 戲院 看 的 日本 動畫 電影 因為 我 覺 的 電影院 就 是 要 看 大 製作 的 片 日 韓 電影 我 是 不會 去 戲院 看 的 是 不 難看 但 也 沒有 那麼 神 劇情 早 就 知道 但 因為 太多 人 推薦 所以 去 看看 看 有 多 神 前面 真的 蠻 拖戲 的 我 還可以 去 上 個 廁所 後面 人家 說 很 感人 的 部份 我 完全 無感 看 電影 從 沒 哭 過 復仇 者 終局 之 戰 也 一樣 整 部 看下來 我 覺得 打下弦之五 還 比 電影 精彩 我 的 結論 就 是 是 一 部 不 難看 的 電影 但 沒有 去 戲院 看 的 價值 基本 上 等 就 好 ,0.0
如果 不 是 女 主角 根本 不會 來 看 劇本 寫 的 超爛 ,0.0
打 得 真的 很 精彩 但 演員 們 個個 面癱 劇情 好像 也 沒 什麼 劇情 一 整 個 無厘頭 的 情節 場景 也 搞 得 跟 夜店 一樣 我 真的 無法 了 第二 集 真的 好看 得 多 ,0.0
劇情 雖然 不 算 好 但 整體 很 好看 啊 國片 持續 在 進步 ,1.0
普普 前 半 段 看到 有點 想 睡 有點 過譽 了 ,0.0
這 演技 跟 平常 邱澤 演 的 感覺 很 不 一樣 電影 題材 其實 跟 很多 愛情片 有點 像 但 加入 台式 愛情 與 親情 的 風格 與 我們 更 貼切 蠻 好看 的 ,1.0
後面 情緒 跟 著 劇情 一直 疊加上去 很 感人 ,1.0
雖然 劇情 吐嘲 的 點 太多 但 就 商業 爽片 的 定位 來 說 的 話 完全 有 達到 爽片 的 水準 兩 隻 怪獸 打架 的 場面 很 精彩 不管 是 揮拳 還是 撞擊 的 力道 隔 著 螢幕 都 感受 得 到 ,0.0
看完 超感人 邱澤 演技 太 強 了 難以 想像 ,1.0
過程 刺激 好看 美中不足 的 是 我 覺得 結尾 不 夠 過癮 壞人 死 得 太 簡單 ,1.0
好笑 又 好 哭 好看 要 帶 衞生紙 主角 演 太 好 ,1.0
劇情 很 無聊 有 三 次 回憶 了 之前 劇情 三 次 都 是 重複 回憶 一樣 的 時間 幾乎 佔 了 一半 整 個 劇情 的 舖成 太 長 後面 的 結局 又 潦草 結束 原本 保持 好 的 觀點 進去 看 結果 讓 人 失望 透頂 ,0.0
導演 的 作品 我 都 很 喜歡 這 次 首次 挑戰 大 螢幕 改編 韓國 電影 加入 了 在地化 元素 和 獨特 的 台式 浪漫 雖然 說 劇情 走向 沒有 太 大 的 意外 但 情感 堆疊 的 不錯 還是 令 我 感動 ,0.0
不會 溝通 只 用 情緒化 來 凶 女生 不 是 個 男人 的 行為 有待 改進 ,0.0
這 似乎 只是 連載 的 其中 一 段 而已 並 不 是 新 劇情 失望 透 了 ,0.0
充滿 後座力 的 電影 因為 細膩 的 溫暖 可以 二 刷 的 片 ,1.0
以 國片 來 說 劇情 演技 還 不錯 蠻 感人 的 ,1.0
很 好看 音樂 很 好聽 真實 故事 很 推薦 ,1.0
超 好看 黑色 暴力 爽片 怎麼 廳數 這麼少 ,1.0
一 開始 還好 後來 的 劇情 設定 有點 牽強 ,0.0
演員 演 得 很 好 劇本 普普通 通 但是 還是 值得 一 看 ,0.0
老調 重彈 的 電影 特效 戰鬥 聲光 劇情 都 感覺 不 到 這 是 年 的 新片 根本 浪費 大 螢幕 和 聲道 環繞 音響 虧 戲院 排 那麼多 場次 連環 太平洋 侏羅紀 系列 都 比不上 恐怕 都 被 宣傳 騙 的 吧 ,0.0
明明 就 不錯 看 電影 名 也 不 取 個 好聽 點 直 反 翻譯 很 蝦 的 片名 海報 也 選 一 張 很 路人 甲 的 照片 還好 是 看到 安潔莉娜 主演 才 看 想 說 他 演 的 片 不會 太 差 劇情 不錯 緊張 帶 點 感動 好看 喔 結局 草率點 小 缺點 ,1.0
我 懷疑 男 主角 是 神明 護體 怎麼 打 都 不會 死 ,0.0
看 預告 以為 是 溫馨 搞笑片 進片 真的 覺得 搞笑 逗趣 片 中段 到 結尾 我 整 個 爆哭 到 不行 整 個 有 觸動到 我 的 內心 邱澤 許瑋甯 還 有 蔡振南 大哥 的 演技 都 超棒 的 多多 支持 國片 鼓勵 台灣 這些 認真 用心 的 演員 ,1.0
雖然 覺得 上 一 集 比較 好看 一點 但 娛樂 效果 還是 不錯 ,0.0
動作 不如 以往 精彩 人物 鋪陳 的 很多 卻 沒 啥 特別 收尾 莫名其妙 的 就 到 了 理所當然 的 結局 ,0.0
傑森史塔森 蓋瑞奇 真的 超棒 的 非常 好看 ,1.0
被 評價 騙來 的 韓國 的 好看 多 了 ,0.0
邱澤 演 得 實在 太 好 演技 大 爆發 哭慘 了 我 ,1.0
還 不錯 只 是 最 後面 交代 得 不清不楚 還 不錯 只 是 最 後面 交代 得 不清不楚 ,0.0
爽片 中 的 爽片 相當 好 爽片 中 的 爽片 相當 好 爽片 中 的 爽片 相當 好 ,1.0
人 設 世界觀 故事 都 非常 棒 但 時間 不 夠 說服 觀眾 尋 龍 小 隊 之間 的 情誼 和 與 反派 之間 亦 敵 亦 友 貫通 故事 主軸 的 支柱 但 迪士尼 就 是 迪士尼 值得 花張 電影票 去 看 的 畫面 音樂 絕對 是 翹楚 硬 將 中長篇 作品 塞進 電影 讓 人 覺得 好像 在 看 精華篇 這 點 真的 可惜 了 這 個 好 故事 人物 設定 ,0.0
很 好看 記得 多 帶 一些 面紙 進去 小朋友 好棒 喔 ,1.0
爛死 了 翻拍 最後 還 悲劇 收場 ,0.0
個人 感受 不同 覺得 蠻 好看 的 值得 進場 的 國片 ,1.0
裘莉 演技 真 不 是 蓋 的 各 種 情緒 都 詮釋 得 很 好 劇情 也 很 緊湊 但 這 不 是 一 部 闔家 觀賞 的 片 會 有 一些 血腥 鏡頭 ,1.0
放假 同學 揪去 看 他們 都 二 刷 了 叫 我 一定 要 看 沒 看 過 動畫 不要 輕易 去 看 很多多餘 的 搞笑 和 台詞 非常 尬 分 給 音 效 請 不要 嘴 我 沒 去 看 我 就是 去 看 了 才 來 留言 ,0.0
除了 怪獸 對戰 外 實在 是 沒 啥 好看 ,0.0
我 給 顆 星 但 投 五 顆 星 我 也 是 差一點 因為 前面 的 影評 猶疑 了 一下 還好 有 去 看 這 部 片 雖 有 美中不足 的 地方 但 大致上 算是 拍 的 很 緊湊 了 ,1.0
這 是 韓國片 改編 的 吧 原版 男 主角 是 演 的 不錯 ,0.0
又 笑 又 哭 的 好 電影 劇情 精彩 細膩 ,1.0
感動到 不行 ,1.0
淚流滿面 邱澤 好帥 男女 主角 都 很 會 演 有 讓 我 入戲 ,1.0
真的 太 好看 了 沒 上來 留言 過 幾 次 一定 要 來 推薦 ,1.0
劇情 拖 很 長 卻 又 不 順暢 會 想 睡 看 的 像 在 便秘 一樣 最後 結尾 也 是 牽強 有點 後悔 去 看 這 部 ,0.0
真的 好看 灑狗血 劇情 百 看 不 厭 男女 主角 都 演 的 很 棒 ,1.0
為什麼 那麼 好看 感動 動畫 很多 電影院 都 沒有 真的 蠻 可惜 不管 小孩 成年人 都 適合 真心 推薦 ,1.0
真的 是 看 了 評價 才 去 看 這 部 電影 即便 我 不 是 動漫迷 也 無法 認同 這 部 電影 是 好看 熱愛 看 卡通 電影 的 真的 無法 認同 ,0.0
應該 是 安潔莉娜 裘莉 這 輩子 演 過 最 難看 的 片 了 說 是 女 主角 故事 主軸 卻 不 在 她 身 上 鏡頭 也 不 多 故事 空洞 還 有 一 堆 扯 得 離譜 劇情 看完 我 都 想 讓 導演 死 了 ,0.0
真的 是 我 看過 最 怪異 的 動作片 導演 想 用 反 時光 倒演 來 說明 劇情 流程 但是 就是 不 像 以前 類似 電影 的 感覺 而且 最後 還要 敵人 自己 送上門 應該 說 很 不 符合 傑森 演 動作片 的 強度 ,0.0
網路 上 一 堆 只 給 一 星 負評 的 人 這些 都 是 自以為 把 玩 命 鈔劫 當 完命 關頭 來 看 的 人 然後 上來 抱怨 沈悶 拖戲 這 是 一 部 動作 劇情片 好 嗎 導演 透過 插敘法 來 呈現 故事 的 現在 過去 和 接下來 拜託 那些 腦子 還 沒 發育 完全 的 網友 別 來 戲院 占 位子 乖乖 把 圍兜 穿上 坐進 娃娃 坐椅 好好 看 你 的 幼幼台 就 好 ,0.0
個人 是 非常 喜歡 有 好幾 個 點 深入 我 心 ,1.0
非常 好看 老梗 愛情劇 一樣 可以 拍 的 絲絲入扣 感人 之 極 ,1.0
看完 的 隔天 立馬 就 二刷 了 太 喜歡 演員 詮釋 角色 的 部分 邱澤完 完全全 就 是 阿成 吶 整體 節奏 恰到好處 最後 一起 交代 了 愛情 親情 的 部分 手法 很 厲害 真情 是 哭到 一 個 不能 自己 吶 真心 推推 ,1.0
怪獸 特效 分 人類 演技 邏輯 分 ,0.0
我 是 先 看 韓版 再 看 台版 的 可能 是 因為 已經 知道 劇情 所以 沒有 原先 那麼 期待 畢竟 它 只是 翻拍 原版 的 我 個人 覺得 沒有 超越 原版 的 好看 所以 去 看完 之後 是 有些 失望 的 劇情 都 差不多 甚至 少 了 一些 鏡頭 要 誇 的話 應該 說 男主 詮釋 的 還 不錯 多 了 趣味 以及 男主 所 需要 的 笨拙感 ,0.0
有 什麼 好看 的 抄 韓國 某 一 部 電影 的 劇情 沒 創意 別 以為 別人 都 不 知道 連 一 顆 星 都 不值 ,0.0
爽片 一 枚 但 哥吉拉 瞬間 變 得 超靈敏 還 以為 金剛 會 用 他 的 速度 致 勝 這 級 把 哥吉拉 變 得 太 快 了 很 假 不過 爽片 嘛 ,0.0
看過 台版 跟 韓版 韓版 拍 的 故事 比較 流暢 人物 刻劃 也 比較 細膩 不 標準 情人 有 興趣 也 可以 看看 ,0.0
超 好看 的 尤其 是 傑森 精準 槍法 射殺 敵人 的 畫面 實在 是 太 酷炫 了 ,1.0
勇往直前 的 追愛 細細 地 默默 地 流轉 的 親情 每 個 演員 每 段 小 細節 都 讓 人 動容 ,1.0
好看 只 是 結尾 很 莫名 奇妙 沒 交代 清楚 ,0.0
茄子 蛋 歌 好聽 男女 主角 互動 自然 社會 底層 親情 催淚 稍嫌 狗血 但 整體 不錯 ,0.0
非常 好看 演員 演技 真的 沒 話 說 能 想像 當時 的 背景 及 至今 仍 殘留 的 痕跡 ,1.0
有 笑 有 淚 劇情 起伏 蠻 大 的 好看 舒壓 的 一 場 電影 ,1.0
雖然 邱澤 演 的 角色 屬 浮誇 不實 的 個性 但是 邱澤 演技 真的 很 好 有 笑 有 淚 感人 肺腑 很 久 沒 看 國片 後段 的 親情 真的 讓 人 眼淚 潰堤 的 不能 自己 蔡振南 也 是 很 厲害 好 喜歡 好 喜歡 這 部 片 茄子蛋 的 歌 也 很 加分 整 部 片 無 冷場 推薦給 考慮 要 看 的 人 要 記得 帶 衛生紙 喔 ,1.0
只 能 說 真正 的 救世主 是 那 位 聾啞 小 妹妹 ,0.0
說真的 整 部 劇情 很 單一 打鬥 畫面 很 爽 沒 錯 就 是 爽片 乾 可是 我 看到 覺得 很 無聊 如果 故事 更多 刻畫 一些 人 與 人 的 關係 或是 夾雜 一些 情感戲 我 都 覺得 幫 這 部 更 加分 不然 乾 跟 來到 動物園 在 家 看 國家 地理 頻道 很 像 動畫 特效 給 分 劇情 滿分 分 真的 就 ,0.0
啥 款 安ㄋㄟ ,0.0
一 堆 粉粉 只 為了 集 戲份 的 配角 就 能 哭 的 死去活來 之後 蟲姊 掛掉 豈不是 要 辦 國殤日 了 ,0.0
誰 能 告訴 我 一 個 讓 手下 聞風 喪膽 的 老闆 為何 要 聽 手下 的 調度 進而 造成 一連串 的 連鎖 反應 ,0.0
每 個 演員 都 演 的 很 棒 ,0.0
超讚 讚讚 推爆 邱澤 有夠 帥 電影 中 的 親情 愛情 都 走進 心 裡面 有 大大 的 共鳴 ,1.0
傑森史塔森 太 帥 了 很 好看 劇情 音樂 幽默感 都 有 ,1.0
沒有 邏輯 劇情 可 言 的 一 部 大 片 可惜 兩 個 這麼 好 的 主角 ,0.0
超爽 ㄅㄧㄤˋ ㄅㄧㄤˋ ㄅㄧㄤˋ 傑森 自礙 ,1.0
太 棒 啦 太 棒 啦 太 棒 啦 太 棒 啦啦 太 棒 啦 ,1.0
前面 酸酸 甜甜 的 後面 感動 落淚 啊 ,1.0
很 安全 的 動畫 適合 攜家帶 小 一起 看 動畫 特效 不用說 有 一定 的 水準 ,0.0
不錯 劇情 蠻 緊湊 的 其他 方面 也 ,1.0
台語 真的 很 破 光 用 聽 的 都 受不了 ,0.0
有 溫馨 恐怖 感動 追完 動漫 再 看 會 更 懂 ,0.0
劇情 鋪陳 很 順 不會 讓 人 覺得 看 得 很 累 ,1.0
劇情 富有 教育 意義 迪土尼 動畫 水準 就 是 不 一樣 適合 閤家 歡賞 ,1.0
好 哭 喔 哭起來 讚讚 讚讚 讚讚 很 讚 啊 ,1.0
以 身為 奪 魂鋸 鐵粉 的 我 真的 認為 這 部 比起 前面 系列 還 遜色 許多 兇手 真的 很 好猜 而 血腥 畫面 太少 也 沒 什麼 劇情 反折 只 能 說 在 期待 下 次 吧 ,0.0
好看 好棒 小朋友 必 看 信任 很 重要 ,1.0
怪獸 打鬥 顆 星 劇情 顆 星 本 片 打破 了 哥吉拉 無敵 的 設定 個人 不 是 很 喜歡 ,0.0
對 兩 位 大 主角 沒 愛 的 不 建議 去 看 沒 什麼 劇情 純粹 看 動畫 特效 的 ,0.0
真實 故事 改編 一 個 關於 水俁病 的 故事 ,1.0
這 部 真的 超級 好看 直接 給 五星 劇情 超級 好 畫風 很 美 真的 是 一 部 很 厲害 的 電影 ,1.0
很 值得 去 電影院 支持 的 國片 笑 中 帶 淚 阿 ,1.0
完全 無法 喜歡 男主 的 個性 啊 不 溝通 衝動 做 事 不 考慮 後果 這 種 男人 超雷 的 ,0.0
好看 坐 在 我 旁邊 的 外國 妹妹 都 感動 哭 了 ,1.0
雖然 是 翻拍 韓片 但 有 拍出 台式 到 地 的 感覺 邱澤 演技 大 爆發 主題曲 也 很 棒 ,1.0
說真的 沒有 預期 中 震撼 我 覺得 上 一 集 怪獸 之 王 比較 震撼 ,0.0
拍 的 很 細膩 而且 很 感動 又 好笑 很 推 很 喜歡 ,1.0
給 一 星 的 不 懂得 品嚐好 電影 一定 要 從頭 打到 尾 才 夠 爽 ,1.0
還 不錯 看 但 真的 得 選對 電影院 看 真 刺激 哈哈 ,0.0
劇情 給 顆 星 同 個 場景 種 視角 太 膩 了 特效 音效 以及 動作 給 顆 星 綜合 以上 再 加上 傑森史 就 塔 是 森 帥 滿分 五 顆 星 ,1.0
看 這 部 電影 笑 著 笑 著 就 哭 了 雖然 劇情 偏 芭樂 但 很 能 抒發 情緒 的 一 部 電影 演員 也 把 角色 詮釋 得 很 好 喜歡 ,1.0
超棒 感人 噴淚 可以 刷 好笑 感人 親情 友情 都 有 ,1.0
非常 非常 好看 被 邱澤 的 演技 折服 每 個 眼神 跟 肢體 語言 都 是 滿滿 的 情緒 大推 ,1.0
雖然 劇情 一般 但 演員 們 實在 演 的 太 好 了 有哭有笑 深入 人心 沒有 冷場 是 一 部 我 會 推薦給 朋友 們 的 好 電影 ,1.0
爽片 劇情 內容 沒 共鳴 想 看 震撼 大 場面 的 可以 去 看看 ,0.0
整體 剪輯 細節 台灣 元素 都 恰到好處 但是 劇情 設定 上 女 主角 有 穩定 工作 有 地方 住 到底 怎麼 可能 走頭無路 成 這樣 男女主 相愛 的 部分 鋪陳 也 很 薄弱 因為 香香 的 至於 死纏 爛打 到 這 種 程度 結論 真的 很 羨慕 可以 從 這 部 電影 享受到 樂趣 的 人 ,0.0
好看 準備 刷 了 演員 都 有 到位 ,1.0
反派 好猜 是 誰 死亡 機關 也 有點 少 劇情 也 還 期待 續集 ,1.0
 難怪 為何 台灣 黑道 大哥 會 有 女人 心甘情願 陪 著 過 著 擔心 受怕 跑路 的 日子 似乎 影射 很多 民意代表 黑道 背景 黑道 從政 黑吃 黑 印證 了 人生 的 計劃 趕 不 上 變化 但 重點 是 天下 沒有 白痴 的 午餐 千萬 不要 有 不勞而獲 的 貪念 最後 得不償失 珍惜 身邊 所有 的 人 生命 無常 ,1.0
好 久 沒有 看 動畫 看到 這麼 感動 過 了 進去 戲院 看 吧 不會 讓 你們 失望 的 ,1.0
老梗 結局 是 感人 但 我 沒 哭 ,0.0
雖然 是 一 部 翻拍 的 電影 但 卻 有別於 原版 除了 大綱 相同 但 呈現出 的 卻 很 不 一樣 男女 主角 的 火花 也 相當 吸引人 除了 讓 我 出 了 戲 ,0.0
整體 而 言 不錯 雖然 劇情 翻拍 但 台灣味 有 出來 很 有 風格 但 後面 真的 太 拖戲 小時 分 真的 極限 拍到 兩 小時 後面 讓 人 想 睡 一直 看 手錶 ,0.0
剛 看完 也 看 了 一 堆 評鑑 很 有意思 愛 的 人 覺得 是 宇宙 霹靂 無敵 大 神片 但 在 這些 推崇 的 短 評點 負評 的 幾乎 都 是 點讚 的 人 的 一 倍 不單 是 這樣 這些 很 愛 的 人 很多 還 會 罵寫 負評 的 人 素質 實在 不 高 或者 都 是 一些 國中 高中生 我 也 看完 了 集 再 去 看 電影 電影 和 影集 相比 除了 招式畫 的 好看 很多 其他 實在 沒 什麼 差別 和 影集 一樣 很 會 拖戲 電影 傳遞 了 保護 弱小 的 正 能量 不管 呈現 的 方式 是 真實 矯情 或 幼稚 這 點 都 要 給 讚 結論 這 是 給 小孩子 看 的 電影 ,0.0
好看到 爆炸 你 以為 只是 另 一 部 馴龍 高手 嗎 不 本 片 的 親情 刻劃 揉合 武術 及 東南亞 傳說 故事 的 背景 設定 成就 了 氣勢 滂礡 的 精彩 動作 鉅片 讓 人 隨著 精緻 的 動作 場面 大呼 過癮 又 被 不同 角色 的 故事 以及 意料 之外 的 結尾 感動 得 淚眼 汪汪 全 片 節奏 精準 過程 毫無 冷場 拉雅榮登 迪士尼 影史 上 最 會 打鬥 的 公主 交通 工具 犰狳 圖圖 成為 個人 心目中 最 可愛 的 萌寵 可以 問鼎 迪士尼 年度 最 強 動畫片 每 個 環節 都 處理 得 相當 用心 觀看 過程 一直 有 種 久違 的 奢侈感 這 才 是 觀眾 期待 的 驚奇 與 感動 啊 相當 推薦 闔家 觀賞 順帶 一 提 本 片 開演 前 會 播放 短片 可謂 樂來越 愛 你 版本 的 天 外 奇蹟 有沒有 看 短片 就 先 飆淚 的 道理 務必 準時 入場 錯過 任何 一 秒 都 非常 可惜 ,1.0
邱澤 演技 真 好 把 男 主角 演活 了 劇情 稍嫌 單調 一點 ,1.0
好看 團結 力量 大 合唱團 比賽 不 在於 結果 在於 過程 ,0.0
演員 都 不錯 尤其 邱澤 的 演技 非常 好 感動 ,1.0
一 部 不錯 的 電影 唯一 的 缺點 就是 時間 太 短 了 能夠 再 多 個 幾 分鐘 把 壞人 的 背景 和 幕後 主使 者 殺人 滅口 的 動機 完全 講 清楚 在 多加 一些 動作戲 這樣 會 更 完美 ,0.0
有 笑 有 淚 有 親情 愛情 推 邱澤超 會 演 值得 看 ,1.0
有夠 難看 沒 劇情 沒 內容 國片 加油 吧 ,0.0
劇情 緊湊 算得上 是 爽片 一 部 可惜 時間 太 短 無法 交代 後續 算 比較 遺憾 的 地方 ,0.0
看完 覺得 浪費 時間 劇情 老梗 不便 ,0.0
當初 看 預告 和 朋友 說 這 龍 有點 醜 但 帶有 龍 傳說 和 濃厚 東亞 風格 的 要素 很 吸引 我 看完 也 不 讓 我 失望 故事 有點 緊湊 但 配樂 場景 都 很 棒 ,1.0
聽見 歌 再 唱 電影 名字 取 的 很 好 聽見 歌 再 唱 而 不 是 聽見 歌 再 唱 劇情 敘述 一 所 沒有 特色 的 偏鄉 學校 因為 要 被 廢校 而 參加 兒童 音樂 比賽 的 過程 布農 小孩 的 聲音 很 棒 完整 的 呈現 聽見 歌 再 唱 的 意境 ,0.0
有 神 配樂 跟 不錯 視效 可是 故事 鋪陳 很 爛 的 電影 明明 電影化 但 整 個 故事 節奏 還是 的 模式 這 點 很 糟糕 能 明顯 看出來 集 與 集 之間 的 切割點 導致 沒有 看 電影 的 感覺 而是 看 四 部 集數 合 在一起 炭志郎 一 堆 內心 台詞 感覺 很 沒 意義 還 常常 打亂 故事 節奏 每 次 都 準備 要 熱血 起來 又 被 他 內心 台詞 卡掉 情緒 電影 最 大 的 賣點 明明 是 壽杏郎 的 犧牲 如果 是 合格 的 編劇 應該 把 故事 焦點 側重 在 他 身 上 而 減少 其他 沒 意義 的 地方 我 一點 也 不 想 看 善逸 跟 伊之助 的 搞笑 最後 整 部 戲 最 熱血 的 反而 不 是 大哥 的 犧牲 而是 炭志郎 被 魘夢 擊暈 屢敗屢戰 的 片段 因為 只有 那 一 段 的 情緒 鋪陳 最 連貫 我 覺得 鬼滅 最 大 的 優勢 是 梶浦 的 配樂 動畫 有 八成 張力 都 靠 配樂 可是 故事 節奏 真的 爛 明明 有 神配樂 跟 佳 特效 結果 故事 節奏 常常 搞 到 後 兩 者 只 發揮 六十 分 實力 讓 我 想起 對 動畫 的 一 段 評論 好 劇情 救得了 爛 畫面 但 好 畫面 卻 救不了 爛 劇情 ,0.0
就 是 一 個 失智 老人 看 他 失智 以後 內心 幻想出來 跟 現實 之間 的 反差 這樣 ,0.0
前面 十足 喜感 後面 轉折 感人 電影 劇情 安排 反差 很 大 哭 了 很 好看 ,1.0
前面 好笑 後面 很 感人 演員 都 演 的 很 好 ,1.0
好看 台視 電影 前面 好笑 但 後面 哭爆 是 現在 台灣 很 少 有 用 這樣 的 做法 可以 說 是 很 成功 的 電影 ,1.0
不愧 是 蓋瑞奇 超喜歡 今年 最 好看 ,1.0
好看 無 冷場 很 值得 進 戲院 觀看 ,1.0
我 真的 不 適合 看 無 腦片 看到 一半 就 走人 了了 近年 來 看過 片 以上 第一 次 走人 怪獸 幹架 特效 是 還 不錯 啦 ,0.0
電腦 動畫 真的 沒 話 講 是 哥吉拉 和 金剛 等 獨立 電影 裡面 動畫 水準 最 高 的 一 部 只 是 感覺 片長 有點 短 不 算 後面 的 跑字幕 差不多 只 有 小時 分 就 結束 了 然後 最 不能 接受 的 航空母艦 乘載 兩 隻 怪獸 別 說 兩 隻 就 連 金剛 也 載 不 動 電影 真的 太 唬爛 了 如果 是 用 貨櫃 輪船 運載 才 合理 呀 比如 長賜 輪 ,0.0
真的 超好看 大推 ,1.0
很 好看 但是 會 掉淚 請 準備好 衛生紙 男女 主角 演戲 很 到位 劇情 也 不錯 ,1.0
別 看 預告 直接 進去 哭 就 對了 相信 我 ,1.0
有 刻畫 了 女主 創傷 內心 破碎 的 經歷 也 有 著重 在於 漢娜 協助 康納 尋找 求生 之 路 象徵 了 勇氣 克服 心魔 克服 一切 困難 的 勵志 劇情 打 著 森林 救火 的 災難 主題 加上 酷帥 殺手 更 是 有 女神 安潔莉娜 裘莉 的 賣力 加持 之下 其實 電影 前 半 段 感覺 有 營造 了 不錯 的 緊張 氛圍 不過 後續 發展 僅 局限於 殺手 獵殺 小 男孩 上面 格局 小 了 點 森林 救火 部分 也 沒 太多 的 著墨 而 後續 有沒有 將 弊案 揭發出來 裡面 到底 是 牽扯到 什麼 動搖 國本 的 事情 也 不 是 這 部 片 的 重點 並 不 在 這 部 的 劇情 裡面 不過 呢 喜歡 女神 的 朋友 還是 可以 來 參考 看看 啦 ,1.0
就是 如出一轍 的 台式 鄉土 文化 所 帶出 的 黑色 幽默 非常 老掉牙 了 不 知道 好看 在 哪裡 這 種 浪子 劇情 不如 去 看 年 黎明 演 的 都市 情緣 ,0.0
衝 著 傑森史塔森 去 看 結果 很 失望 劇情 很 慢 而且 沒有 太多 刺激感 缺少 了 很多 元素 ,0.0
人類 的 戲 真的 可以 少一點 金金 跟 拉拉 出場 的 戲 好看 多 了 另外 金剛 的 大 棒棒 是 不 是 跟 索爾 借 的 啊 小女孩 長 的 好像 天使 小女孩 哭 的 時候 我 也 跟著 哭 了 ,0.0
跟 媽媽 去 看 媽媽 也 是 流淚 雖然 芭樂 劇情 但 演員 演 得 真的 很 好 演員 哭 也 真的 想 跟著 哭 ,1.0
好 快 的 火 喔 底迪 演技 不錯 阿殺手 的 金費 好像 不 太 夠 嗎 就 很 般 般 片 ,0.0
這 部 真的 無法 希望 國片 能 再 加油 ,0.0
這 片子 好看 在 哪 不 懂 浪費 了 電影 票錢 ,0.0
